satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1444,0,4,0,3,2,0,2,2,4,2,5,5,5,2,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2059,0,4,0,3,1,0,1,1,3,5,4,3,4,1,2,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1163,0,4,0,3,4,0,4,4,2,3,3,3,4,4,0,0
satisfied,Male,Loyal Customer,30,Personal Travel,Eco,1635,0,4,0,3,1,0,1,1,3,1,5,5,4,1,3,4
satisfied,Male,Loyal Customer,44,Personal Travel,Eco,2002,0,4,0,3,5,0,5,5,3,2,4,3,4,5,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,201,0,4,0,3,1,2,3,2,2,0,2,1,2,4,2,0
satisfied,Male,Loyal Customer,60,Personal Travel,Eco,1240,0,4,0,3,2,0,2,2,3,4,5,4,4,2,0,5
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,113,0,4,0,3,1,3,2,1,1,0,3,1,1,3,0,0
satisfied,Male,Loyal Customer,46,Personal Travel,Eco Plus,1060,0,4,0,3,1,0,1,1,4,1,4,3,4,1,2,4
satisfied,Male,Loyal Customer,17,Personal Travel,Business,1079,0,4,0,3,1,0,1,1,4,4,4,3,4,1,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Business,4242,0,4,0,4,0,2,2,5,3,4,5,2,4,2,0,7
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,3657,0,4,0,4,2,0,2,2,1,2,3,4,4,2,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3454,0,4,0,4,2,0,2,2,4,5,3,5,3,2,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Business,4079,0,4,0,4,4,0,4,4,4,1,5,3,2,4,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2875,0,4,0,4,2,0,2,2,3,1,4,3,3,2,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1728,0,4,0,4,4,5,5,3,3,0,5,5,3,5,84,86
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,1660,0,4,0,4,4,3,4,2,2,0,2,4,2,3,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,1427,0,4,0,4,2,2,2,3,3,0,3,4,3,1,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2945,0,4,0,4,1,0,1,1,3,2,5,3,4,1,0,0
satisfied,Male,Loyal Customer,67,Personal Travel,Eco,2972,0,4,0,4,5,0,5,5,1,3,5,3,4,5,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1134,0,4,0,4,5,4,4,2,2,0,2,2,2,1,35,36
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1027,0,4,0,4,2,3,4,5,5,0,1,1,5,1,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2875,0,4,0,4,3,0,3,3,5,4,5,5,4,3,11,4
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,983,0,4,0,4,5,4,4,2,2,0,2,3,2,1,0,0
satisfied,Male,Loyal Customer,18,Personal Travel,Eco,2317,0,4,0,4,3,0,3,3,4,3,4,5,5,3,1,0
satisfied,Female,Loyal Customer,48,Personal Travel,Business,953,0,4,0,4,5,3,3,1,1,0,1,4,1,4,0,0
satisfied,Male,Loyal Customer,47,Personal Travel,Eco,2738,0,4,0,4,1,0,1,1,3,5,5,4,5,1,15,33
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1819,0,4,0,4,5,0,5,5,4,5,1,1,3,5,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Business,920,0,4,0,4,3,4,4,3,3,0,5,2,3,4,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,868,0,4,0,4,5,1,3,1,1,0,1,2,1,4,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1580,0,4,0,4,3,4,3,3,3,3,5,4,2,3,1,5
satisfied,Female,Loyal Customer,22,Personal Travel,Eco Plus,2649,0,4,0,4,5,0,5,5,3,5,4,3,5,5,0,1
satisfied,Male,Loyal Customer,29,Personal Travel,Eco,2391,0,4,0,4,0,2,2,3,3,5,5,2,5,2,158,222
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2575,0,4,0,4,5,4,5,5,5,2,4,3,4,5,0,8
satisfied,Male,Loyal Customer,20,Personal Travel,Eco Plus,2446,0,4,0,4,3,4,3,3,4,4,5,3,5,3,26,32
satisfied,Male,Loyal Customer,32,Personal Travel,Eco,1940,0,4,0,4,3,0,1,3,3,4,4,4,5,3,0,0
satisfied,Male,Loyal Customer,41,Personal Travel,Eco,2350,0,4,0,4,3,0,3,3,1,2,1,3,5,3,0,0
satisfied,Male,Loyal Customer,21,Personal Travel,Eco,2082,0,4,0,4,2,0,2,2,4,5,3,4,4,2,14,29
satisfied,Male,Loyal Customer,14,Personal Travel,Eco,1757,0,4,0,4,4,0,4,4,3,4,4,4,5,4,0,0
satisfied,Male,Loyal Customer,50,Personal Travel,Business,722,0,4,0,4,3,4,5,2,2,0,2,4,2,5,0,0
satisfied,Male,Loyal Customer,63,Personal Travel,Business,714,0,4,0,4,2,5,4,1,1,0,1,3,1,5,0,0
satisfied,Male,Loyal Customer,21,Personal Travel,Eco,2371,0,4,0,4,2,0,2,2,4,2,4,2,4,2,0,0
satisfied,Male,Loyal Customer,42,Personal Travel,Eco,2315,0,4,0,4,3,0,3,3,3,4,5,4,4,3,1,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,618,0,4,0,4,2,5,5,2,2,0,2,5,2,5,0,0
satisfied,Male,Loyal Customer,22,Personal Travel,Eco,1388,0,4,0,4,4,0,4,4,3,4,4,5,4,4,2,0
satisfied,Male,Loyal Customer,41,Personal Travel,Eco,1986,0,4,0,4,5,0,3,5,5,4,4,5,5,5,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco Plus,562,0,4,0,4,5,3,4,5,5,0,5,4,5,1,4,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco Plus,1762,0,4,0,4,2,0,5,2,3,5,4,4,4,2,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2142,0,4,0,4,5,0,5,5,4,3,4,3,3,5,2,4
satisfied,Male,Loyal Customer,23,Personal Travel,Eco,2135,0,4,0,4,4,0,4,4,5,4,4,4,4,4,0,0
satisfied,Male,Loyal Customer,69,Personal Travel,Eco,1832,0,4,0,4,1,0,1,1,3,4,5,5,5,1,14,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2001,0,4,0,4,1,0,1,1,4,4,4,5,4,1,13,1
satisfied,Female,Loyal Customer,60,Personal Travel,Business,503,0,4,0,4,4,3,4,3,3,0,3,1,3,4,20,4
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,467,0,4,0,4,3,4,5,5,5,0,2,3,5,4,0,0
satisfied,Male,Loyal Customer,54,Personal Travel,Eco,1445,0,4,0,4,4,0,4,4,3,5,4,5,5,4,20,19
satisfied,Male,Loyal Customer,17,Personal Travel,Eco Plus,1191,0,4,0,4,1,0,3,1,4,3,5,5,5,1,0,0
satisfied,Male,Loyal Customer,58,Personal Travel,Eco,1208,0,4,0,4,3,0,3,3,5,5,4,4,5,3,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,431,0,4,0,4,5,5,4,3,3,0,3,3,3,4,0,0
satisfied,Male,Loyal Customer,17,Personal Travel,Eco,1194,0,4,0,4,4,0,4,4,4,3,3,1,3,4,14,14
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,418,0,4,0,4,3,4,5,2,2,0,2,4,2,4,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1073,0,4,0,4,2,0,2,2,3,4,5,4,5,2,0,0
satisfied,Male,Loyal Customer,37,Personal Travel,Eco,1559,0,4,0,4,5,0,5,5,1,3,3,3,3,5,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,359,0,4,0,4,2,4,5,3,3,0,3,5,3,5,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1325,0,4,0,4,1,0,5,1,4,4,2,3,2,1,12,0
satisfied,Male,Loyal Customer,37,Personal Travel,Eco Plus,1897,0,4,0,4,5,0,5,5,4,3,1,4,3,5,3,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1549,0,4,0,4,2,0,2,2,2,2,4,2,4,2,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,299,0,4,0,4,3,4,4,1,1,0,1,3,1,4,12,0
satisfied,Male,Loyal Customer,33,Personal Travel,Eco,1478,0,4,0,4,1,0,1,1,5,4,5,3,5,1,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1572,0,4,0,4,3,0,3,3,3,2,5,3,5,3,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,282,0,4,0,4,4,5,5,1,1,0,1,5,1,3,0,0
satisfied,Male,Loyal Customer,65,Personal Travel,Eco,1784,0,4,0,4,5,0,4,5,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco Plus,977,0,4,0,4,3,0,3,3,5,3,5,4,4,3,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Business,1419,0,4,0,4,4,0,4,4,1,1,3,1,1,4,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1048,0,4,0,4,5,0,5,5,5,2,4,5,4,5,0,0
satisfied,Male,Loyal Customer,41,Personal Travel,Eco,964,0,4,0,4,1,0,1,1,2,5,3,1,4,1,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1131,0,4,0,4,1,0,1,1,4,4,4,5,5,1,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,2486,0,4,0,5,2,5,5,5,5,0,5,4,5,5,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,3860,0,4,0,5,3,0,3,3,2,5,4,4,2,3,14,28
satisfied,Male,Loyal Customer,12,Personal Travel,Eco,2947,0,4,0,5,1,0,1,1,5,3,5,4,5,1,25,18
satisfied,Female,Loyal Customer,51,Personal Travel,Business,1881,0,4,0,5,2,5,5,5,5,0,2,4,5,3,4,0
satisfied,Male,Loyal Customer,62,Personal Travel,Eco,2576,0,4,0,5,4,0,4,4,3,4,5,5,4,4,0,0
satisfied,Male,Loyal Customer,70,Personal Travel,Eco,2563,0,4,0,5,2,0,2,2,3,2,4,4,4,2,0,0
satisfied,Male,Loyal Customer,37,Personal Travel,Eco,2215,0,4,0,5,4,0,4,4,4,3,4,3,5,4,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1833,0,4,0,5,5,0,5,5,4,2,5,5,4,5,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2080,0,4,0,5,4,0,4,4,4,3,4,5,5,4,9,23
satisfied,Male,Loyal Customer,56,Personal Travel,Eco,2227,0,4,0,5,3,0,1,3,3,3,3,1,4,3,0,0
satisfied,Male,Loyal Customer,7,Personal Travel,Eco,1927,0,4,0,5,3,0,3,3,3,4,5,4,5,3,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,371,0,4,0,5,3,4,4,5,5,0,5,4,5,4,0,3
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2016,0,4,0,5,3,0,3,3,5,2,4,4,5,3,0,0
satisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,1235,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10
satisfied,Male,Loyal Customer,20,Personal Travel,Eco,2110,0,4,0,5,4,0,4,4,4,3,4,4,5,4,6,3
satisfied,Male,Loyal Customer,46,Personal Travel,Eco,1456,0,4,0,5,1,0,1,1,5,5,5,5,5,1,0,0
satisfied,Male,Loyal Customer,45,Personal Travel,Eco,1061,0,4,0,5,2,0,2,2,3,2,4,5,5,2,2,1
satisfied,Male,Loyal Customer,60,Personal Travel,Eco,1396,0,4,0,5,2,0,2,2,4,2,4,5,5,2,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,975,0,4,0,5,2,0,2,2,4,4,5,5,4,2,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2300,0,4,1,1,1,1,1,1,3,2,3,5,5,1,14,12
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1281,0,4,1,1,3,3,5,4,4,1,4,3,4,3,0,0
satisfied,Male,Loyal Customer,42,Personal Travel,Business,1009,0,4,1,1,4,5,4,1,1,1,1,5,1,5,72,61
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,632,0,4,1,1,3,5,5,3,3,1,4,5,3,4,0,0
satisfied,Male,Loyal Customer,29,Personal Travel,Business,2744,0,4,1,2,2,1,1,2,4,2,3,3,5,2,15,3
satisfied,Male,Loyal Customer,68,Personal Travel,Eco,2231,0,4,1,2,5,1,5,5,4,2,5,4,4,5,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,711,0,4,1,2,3,4,4,1,1,1,1,4,1,5,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,587,0,4,1,2,2,5,5,2,2,1,2,3,2,4,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2108,0,4,1,2,1,1,5,1,4,4,5,3,5,1,31,35
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,2409,0,4,1,3,5,4,5,3,3,1,3,4,3,4,0,0
satisfied,Male,Loyal Customer,51,Personal Travel,Eco,2280,0,4,1,3,5,1,4,5,4,3,5,3,5,5,7,9
satisfied,Male,Loyal Customer,41,Personal Travel,Business,1035,0,4,1,3,4,3,4,3,3,1,3,1,3,3,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1920,0,4,1,3,3,1,1,3,4,2,5,4,5,3,0,0
satisfied,Male,Loyal Customer,55,Personal Travel,Eco,2393,0,4,1,4,4,1,4,4,1,2,4,2,4,4,0,0
satisfied,Male,Loyal Customer,49,Personal Travel,Eco,2202,0,4,1,4,4,1,4,4,2,1,4,4,3,4,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1823,0,4,1,4,3,1,3,3,3,3,5,5,4,3,0,0
satisfied,Male,Loyal Customer,24,Personal Travel,Eco,2139,0,4,1,5,1,1,1,1,5,4,5,4,4,1,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,6792,0,5,0,1,0,1,1,3,4,5,5,1,3,1,3,0
satisfied,Male,Loyal Customer,43,Personal Travel,Eco,3714,0,5,0,1,0,5,5,3,4,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,2342,0,5,0,1,3,5,5,5,5,5,3,3,5,3,0,0
satisfied,Male,Loyal Customer,12,Personal Travel,Eco,3113,0,5,0,1,0,1,1,5,2,4,5,1,3,1,0,3
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,2200,0,5,0,1,5,3,5,5,5,0,3,4,5,3,10,6
satisfied,Male,Loyal Customer,68,Personal Travel,Eco,2992,0,5,0,1,5,0,5,5,5,5,5,4,4,5,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,3270,0,5,0,1,4,0,4,4,5,3,4,4,4,4,11,5
satisfied,Male,Loyal Customer,16,Personal Travel,Eco,2697,0,5,0,1,1,0,1,1,5,2,4,4,4,1,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2689,0,5,0,1,4,0,4,4,5,4,4,5,4,4,0,19
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1343,0,5,0,1,4,4,5,2,2,0,4,3,2,3,25,41
satisfied,Male,Loyal Customer,39,Personal Travel,Eco,2990,0,5,0,1,4,0,4,4,5,2,5,4,4,4,68,63
satisfied,Male,Loyal Customer,50,Personal Travel,Eco,2466,0,5,0,1,2,0,2,2,3,3,1,3,3,2,1,0
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,1788,0,5,0,1,2,0,2,2,5,4,5,3,4,2,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,1016,0,5,0,1,4,4,4,2,2,0,3,5,2,4,0,0
satisfied,Male,Loyal Customer,53,Personal Travel,Eco Plus,2050,0,5,0,1,3,0,3,3,5,4,4,3,4,3,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1976,0,5,0,1,1,0,1,1,5,3,5,5,4,1,0,4
satisfied,Male,Loyal Customer,54,Personal Travel,Eco,2220,0,5,0,1,4,5,4,4,4,4,4,4,5,4,0,3
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2091,0,5,0,1,3,0,5,3,5,4,4,4,4,3,3,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2144,0,5,0,1,1,0,1,1,4,3,5,3,5,1,2,0
satisfied,Male,Loyal Customer,68,Personal Travel,Eco,1717,0,5,0,1,3,0,3,3,3,2,5,5,5,3,4,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1870,0,5,0,1,4,0,4,4,3,3,5,4,3,4,12,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco Plus,816,0,5,0,1,3,5,4,3,3,0,3,4,3,3,0,5
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,788,0,5,0,1,3,5,4,4,4,0,4,5,4,5,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2325,0,5,0,1,4,0,5,4,5,5,4,4,4,4,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,736,0,5,0,1,2,5,4,5,5,0,5,4,5,4,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2295,0,5,0,1,1,0,1,1,3,4,4,3,5,1,16,4
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2231,0,5,0,1,0,3,3,5,5,4,5,3,5,3,180,175
satisfied,Male,Loyal Customer,49,Personal Travel,Business,604,0,5,0,1,2,3,5,4,4,0,4,4,4,4,0,0
satisfied,Male,Loyal Customer,68,Personal Travel,Eco,1606,0,5,0,1,2,0,2,2,4,5,4,3,4,2,0,0
satisfied,Male,Loyal Customer,12,Personal Travel,Eco,1745,0,5,0,1,2,0,2,2,5,2,4,5,5,2,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1638,0,5,0,1,1,0,3,1,3,2,5,4,5,1,0,0
satisfied,Male,Loyal Customer,52,Personal Travel,Eco Plus,1642,0,5,0,1,4,0,4,4,4,3,5,5,4,4,0,0
satisfied,Male,Loyal Customer,63,Personal Travel,Eco,1652,0,5,0,1,4,0,4,4,4,4,4,4,4,4,0,0
satisfied,Male,Loyal Customer,51,Personal Travel,Eco,1629,0,5,0,1,4,0,1,4,2,1,1,1,4,4,10,38
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1651,0,5,0,1,3,0,3,3,5,2,4,5,4,3,7,5
satisfied,Male,Loyal Customer,37,Personal Travel,Eco,1560,0,5,0,1,5,0,5,5,4,3,5,4,5,5,0,0
satisfied,Male,Loyal Customer,67,Personal Travel,Eco,2123,0,5,0,1,3,0,3,3,5,5,4,4,4,3,0,0
satisfied,Male,Loyal Customer,52,Personal Travel,Eco,2102,0,5,0,1,1,0,1,1,4,4,5,5,5,1,0,0
satisfied,Male,Loyal Customer,30,Personal Travel,Eco,1695,0,5,0,1,2,0,3,2,3,5,4,5,4,2,0,0
satisfied,Male,Loyal Customer,22,Personal Travel,Eco,2162,0,5,0,1,5,0,5,5,5,2,4,5,5,5,0,0
satisfied,Male,Loyal Customer,11,Personal Travel,Eco,1217,0,5,0,1,5,0,5,5,5,3,5,4,5,5,0,0
satisfied,Male,Loyal Customer,20,Personal Travel,Eco,1827,0,5,0,1,4,0,4,4,1,1,3,1,3,4,0,0
satisfied,Male,Loyal Customer,23,Personal Travel,Eco,1788,0,5,0,1,2,0,2,2,4,1,5,1,5,2,18,13
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,237,0,5,0,1,4,4,5,3,3,0,5,3,3,4,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,71,0,5,0,1,2,5,4,2,2,0,1,5,2,4,11,3
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1621,0,5,0,1,5,0,3,5,4,3,5,3,5,5,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,86,0,5,0,1,4,3,4,2,2,0,2,1,2,2,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1265,0,5,0,1,2,0,2,2,3,3,5,4,4,2,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Business,6591,0,5,0,2,0,5,1,3,2,4,3,1,5,1,3,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,3542,0,5,0,2,5,5,5,5,3,5,4,5,5,5,0,0
satisfied,Male,Loyal Customer,27,Personal Travel,Eco,2903,0,5,0,2,4,0,4,4,3,3,5,4,4,4,0,0
satisfied,Male,Loyal Customer,51,Personal Travel,Eco,2597,0,5,0,2,3,0,1,3,3,2,3,3,4,3,1,1
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1427,0,5,0,2,3,5,5,2,2,0,2,2,2,5,0,0
satisfied,Male,Loyal Customer,10,Personal Travel,Eco,2772,0,5,0,2,1,0,5,1,3,4,5,3,5,1,7,0
satisfied,Male,Loyal Customer,59,Personal Travel,Business,1214,0,5,0,2,2,3,4,1,1,0,4,3,1,3,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2196,0,5,0,2,2,0,2,2,5,2,5,5,4,2,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2100,0,5,0,2,3,0,3,3,5,4,4,4,4,3,0,0
satisfied,Male,Loyal Customer,23,Personal Travel,Eco,2881,0,5,0,2,1,0,1,1,3,4,5,5,5,1,13,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2363,0,5,0,2,1,0,1,1,5,1,3,5,1,1,0,3
satisfied,Male,Loyal Customer,53,Personal Travel,Eco Plus,1752,0,5,0,2,2,0,2,2,1,3,5,3,5,2,2,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2348,0,5,0,2,3,0,3,3,5,4,5,4,5,3,15,17
satisfied,Female,Loyal Customer,39,Personal Travel,Eco Plus,1793,0,5,0,2,2,0,2,2,5,4,5,5,5,2,1,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,845,0,5,0,2,4,4,2,4,4,0,4,2,4,3,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1899,0,5,0,2,3,0,5,3,5,3,4,5,3,3,4,2
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2153,0,5,0,2,2,0,2,2,5,2,2,2,5,2,14,0
satisfied,Male,Loyal Customer,66,Personal Travel,Eco,2521,0,5,0,2,0,2,2,4,5,4,5,2,4,2,143,142
satisfied,Male,Loyal Customer,31,Personal Travel,Eco,1851,0,5,0,2,1,0,1,1,4,4,4,1,4,1,0,0
satisfied,Male,Loyal Customer,42,Personal Travel,Eco,2388,0,5,0,2,3,0,3,3,3,4,4,3,5,3,10,0
satisfied,Male,Loyal Customer,7,Personal Travel,Eco Plus,2095,0,5,0,2,1,0,1,1,4,5,5,5,4,1,0,0
satisfied,Male,Loyal Customer,33,Personal Travel,Eco,1925,0,5,0,2,1,0,1,1,5,5,5,5,5,1,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco Plus,2515,0,5,0,2,4,0,4,4,2,3,4,5,3,4,0,0
satisfied,Male,Loyal Customer,52,Personal Travel,Eco,2467,0,5,0,2,2,0,1,2,5,5,5,4,4,2,0,0
satisfied,Male,Loyal Customer,17,Personal Travel,Eco,2360,0,5,0,2,3,0,3,3,4,5,4,3,4,3,0,0
satisfied,Male,Loyal Customer,9,Personal Travel,Business,2347,0,5,0,2,3,0,3,3,5,2,4,3,4,3,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,561,0,5,0,2,4,4,4,2,2,0,2,4,2,5,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1526,0,5,0,2,1,0,1,1,4,2,4,4,4,1,106,90
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,1927,0,5,0,2,2,0,2,2,4,5,4,4,4,2,10,1
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1862,0,5,0,2,5,0,5,5,5,2,4,3,5,5,0,0
satisfied,Male,Loyal Customer,56,Personal Travel,Eco,1827,0,5,0,2,5,0,5,5,4,5,5,4,4,5,0,0
satisfied,Male,Loyal Customer,29,Personal Travel,Eco,1733,0,5,0,2,1,0,1,1,5,5,5,3,4,1,14,5
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,452,0,5,0,2,4,4,5,2,2,0,2,3,2,4,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,458,0,5,0,2,3,5,5,2,2,0,5,5,2,5,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2052,0,5,0,2,2,0,2,2,3,5,4,4,5,2,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,457,0,5,0,2,4,5,5,4,4,0,4,5,4,4,0,9
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,468,0,5,0,2,4,4,4,3,3,0,3,3,3,5,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,470,0,5,0,2,2,5,5,5,5,0,5,3,5,5,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco Plus,434,0,5,0,2,2,4,4,1,1,0,1,4,1,3,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,2216,0,5,0,2,0,5,5,5,3,5,5,5,4,5,178,163
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,336,0,5,0,2,5,4,5,5,5,0,5,4,5,3,94,84
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,275,0,5,0,2,3,1,2,2,2,0,2,2,2,3,0,7
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1568,0,5,0,2,2,0,2,2,2,5,4,4,1,2,70,72
satisfied,Male,Loyal Customer,8,Personal Travel,Eco,1727,0,5,0,2,5,0,3,5,3,5,4,3,5,5,0,0
satisfied,Male,Loyal Customer,48,Personal Travel,Eco,1525,0,5,0,2,4,0,4,4,4,2,5,4,4,4,0,12
satisfied,Male,Loyal Customer,35,Personal Travel,Business,271,0,5,0,2,4,4,4,1,1,0,1,5,1,4,0,0
satisfied,Male,Loyal Customer,28,Personal Travel,Eco,1410,0,5,0,2,3,0,3,3,4,3,5,4,5,3,0,0
satisfied,Male,Loyal Customer,23,Personal Travel,Eco,1154,0,5,0,2,2,0,2,2,3,4,4,3,4,2,1,0
satisfied,Male,Loyal Customer,45,Personal Travel,Eco,1480,0,5,0,2,3,0,3,3,1,5,2,4,1,3,0,0
satisfied,Male,Loyal Customer,35,Personal Travel,Eco,1520,0,5,0,2,3,0,3,3,2,3,3,2,2,3,77,74
satisfied,Male,Loyal Customer,48,Personal Travel,Eco,1685,0,5,0,2,4,0,4,4,4,3,5,3,4,4,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1333,0,5,0,2,4,0,4,4,3,4,4,5,4,4,0,11
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1360,0,5,0,2,3,0,3,3,1,5,2,4,2,3,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,2356,0,5,0,3,5,4,4,5,5,0,5,2,5,3,9,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,4037,0,5,0,3,3,0,3,3,4,5,5,3,4,3,3,0
satisfied,Male,Loyal Customer,37,Personal Travel,Eco,3443,0,5,0,3,5,0,5,5,4,2,1,1,1,5,9,17
